2025-04-13 10:09:40,15580,82252,187519,261016,NOT_FOUND,856284
2025-04-13 10:09:42,15624,83104,188297,261660,NOT_FOUND,842100
2025-04-13 10:09:48,15600,82808,187948,261592,NOT_FOUND,846808
2025-04-13 10:09:50,16176,83808,189567,263252,NOT_FOUND,839092
2025-04-13 10:09:52,30312,88184,208316,282060,NOT_FOUND,844568
2025-04-13 10:09:55,15688,84364,189786,263524,NOT_FOUND,822952
2025-04-13 10:09:57,15592,82440,187796,261592,NOT_FOUND,841996
2025-04-13 10:09:59,15648,83976,189226,263228,NOT_FOUND,840616
2025-04-13 10:10:01,30304,86876,206846,280912,NOT_FOUND,840412
2025-04-13 10:10:04,15636,83704,189006,263084,NOT_FOUND,837912
2025-04-13 10:10:06,32320,89236,211362,285452,NOT_FOUND,838548
2025-04-13 10:10:08,15632,83596,188936,263016,NOT_FOUND,838168
2025-04-13 10:10:11,16232,87480,193422,267504,NOT_FOUND,836900
2025-04-13 10:10:13,15640,83376,188751,262844,NOT_FOUND,835816
2025-04-13 10:10:15,16216,84852,190827,264908,NOT_FOUND,834292
2025-04-13 10:10:17,15600,82944,188103,262204,NOT_FOUND,841868
2025-04-13 10:10:20,15664,84292,189411,263504,NOT_FOUND,837160
2025-04-13 10:10:22,15584,82540,187637,261740,NOT_FOUND,840920
2025-04-13 10:10:24,15644,83748,188901,263036,NOT_FOUND,837136
2025-04-13 10:10:26,16264,89228,195157,269292,NOT_FOUND,838480
2025-04-13 10:10:29,15644,83424,188643,262800,NOT_FOUND,836436
2025-04-13 10:10:31,15892,15660,99414,199796,NOT_FOUND,972644
2025-04-13 10:10:34,9524,48832,145643,250824,NOT_FOUND,786416
2025-04-13 10:10:37,NOT_RUNNING
2025-04-13 10:10:38,NOT_RUNNING
2025-04-13 10:10:39,NOT_RUNNING
2025-04-13 10:10:40,NOT_RUNNING
2025-04-13 10:10:42,NOT_RUNNING
2025-04-13 10:10:43,NOT_RUNNING
2025-04-13 10:10:44,NOT_RUNNING
2025-04-13 10:10:45,NOT_RUNNING
2025-04-13 10:10:47,NOT_RUNNING
2025-04-13 10:10:48,NOT_RUNNING
2025-04-13 10:10:49,NOT_RUNNING
2025-04-13 10:10:50,NOT_RUNNING
2025-04-13 10:10:51,NOT_RUNNING
2025-04-13 10:10:53,NOT_RUNNING
2025-04-13 10:10:54,NOT_RUNNING
2025-04-13 10:10:55,NOT_RUNNING
2025-04-13 10:10:56,NOT_RUNNING
2025-04-13 10:10:57,NOT_RUNNING
2025-04-13 10:10:59,NOT_RUNNING
2025-04-13 10:11:00,NOT_RUNNING
2025-04-13 10:11:01,NOT_RUNNING
2025-04-13 10:11:02,NOT_RUNNING
2025-04-13 10:11:03,7968,2224,39921,93644,NOT_FOUND,1007504
2025-04-13 10:11:06,12200,20260,117134,189960,NOT_FOUND,892432
2025-04-13 10:11:08,15600,70388,171063,243984,NOT_FOUND,839908
2025-04-13 10:11:10,15648,71052,172059,245032,NOT_FOUND,838412
2025-04-13 10:11:12,15620,70672,171480,244320,NOT_FOUND,833684
2025-04-13 10:11:15,15648,71116,171868,244728,NOT_FOUND,814864
2025-04-13 10:11:17,15620,70600,170994,243620,NOT_FOUND,832820
2025-04-13 10:11:19,15652,71368,171824,244428,NOT_FOUND,822344
