2025-04-13 10:11:21,30348,75324,190540,263096,NOT_FOUND,832908
2025-04-13 10:11:24,16188,76180,177238,249824,NOT_FOUND,832392
2025-04-13 10:11:26,15628,70856,171240,243824,NOT_FOUND,829668
2025-04-13 10:11:28,16188,75308,176401,248976,NOT_FOUND,830388
2025-04-13 10:11:30,15628,70924,171335,243964,NOT_FOUND,828952
2025-04-13 10:11:32,15608,70560,170981,243652,NOT_FOUND,829320
2025-04-13 10:11:34,15636,71080,171515,244212,NOT_FOUND,828152
2025-04-13 10:11:37,15608,70552,170969,243656,NOT_FOUND,827156
2025-04-13 10:11:39,15636,71068,171517,244212,NOT_FOUND,823532
2025-04-13 10:11:41,15612,70560,170998,243688,NOT_FOUND,825500
2025-04-13 10:11:43,15644,71240,171703,244404,NOT_FOUND,805072
2025-04-13 10:11:45,15620,70828,170889,243384,NOT_FOUND,824172
2025-04-13 10:11:48,15648,71284,171047,243540,NOT_FOUND,820892
2025-04-13 10:11:50,15628,70768,170482,242920,NOT_FOUND,821672
2025-04-13 10:11:52,15652,71340,171127,243540,NOT_FOUND,823816
2025-04-13 10:11:54,15632,70840,170592,243028,NOT_FOUND,822912
2025-04-13 10:11:56,15652,71344,171138,243556,NOT_FOUND,812728
2025-04-13 10:11:58,30348,75408,189878,262284,NOT_FOUND,832496
2025-04-13 10:12:01,16188,75472,175790,248216,NOT_FOUND,831620
2025-04-13 10:12:03,15636,71032,170686,243100,NOT_FOUND,829340
2025-04-13 10:12:05,15612,70640,170261,242692,NOT_FOUND,815120
2025-04-13 10:12:07,15632,71116,170514,242976,NOT_FOUND,831476
2025-04-13 10:12:10,15600,70600,163514,238984,NOT_FOUND,833392
2025-04-13 10:12:12,15636,71244,163205,238424,NOT_FOUND,799304
2025-04-13 10:12:14,15608,70792,162719,237960,NOT_FOUND,816180
2025-04-13 10:12:16,15636,71432,163383,238628,NOT_FOUND,805064
2025-04-13 10:12:18,30332,75564,182261,257404,NOT_FOUND,817200
2025-04-13 10:12:21,15644,71428,163307,238452,NOT_FOUND,800712
2025-04-13 10:12:23,25292,75680,177343,252488,NOT_FOUND,816292
2025-04-13 10:12:25,32224,74544,183003,258148,NOT_FOUND,816540
2025-04-13 10:12:27,15616,70980,162842,238004,NOT_FOUND,815140
2025-04-13 10:12:29,15588,70532,162370,237532,NOT_FOUND,815016
2025-04-13 10:12:32,15628,71040,162920,238080,NOT_FOUND,813788
2025-04-13 10:12:34,15596,70660,162533,237668,NOT_FOUND,824492
2025-04-13 10:12:36,15624,71052,162951,238088,NOT_FOUND,822724
2025-04-13 10:12:38,15608,70668,162545,237688,NOT_FOUND,853164
2025-04-13 10:12:40,15636,71240,163146,238288,NOT_FOUND,831796
2025-04-13 10:12:43,15604,70728,162603,237748,NOT_FOUND,850264
2025-04-13 10:12:45,15632,71244,163147,238292,NOT_FOUND,851276
2025-04-13 10:12:47,15612,70720,162599,237744,NOT_FOUND,849096
2025-04-13 10:12:49,15636,71244,163150,238292,NOT_FOUND,848960
2025-04-13 10:12:51,15616,70808,162698,237840,NOT_FOUND,848716
2025-04-13 10:12:53,16176,75444,167891,243036,NOT_FOUND,831900
2025-04-13 10:12:56,53284,76008,205481,280548,NOT_FOUND,860204
2025-04-13 10:12:58,16184,75464,167837,242904,NOT_FOUND,861000
2025-04-13 10:13:00,15620,71000,162810,237876,NOT_FOUND,859040
2025-04-13 10:13:02,30348,74528,181064,256132,NOT_FOUND,860336
2025-04-13 10:13:04,15624,71052,162863,237932,NOT_FOUND,859560
2025-04-13 10:13:06,30320,74580,181087,256156,NOT_FOUND,858812
2025-04-13 10:13:08,15620,71092,162898,237964,NOT_FOUND,858396
2025-04-13 10:13:11,15576,70564,162332,237400,NOT_FOUND,858268
2025-04-13 10:13:13,15632,71164,162988,238056,NOT_FOUND,856656
2025-04-13 10:13:15,15596,70660,162460,237532,NOT_FOUND,855136
2025-04-13 10:13:17,15632,71124,162959,238036,NOT_FOUND,849504
2025-04-13 10:13:19,15604,70660,162467,237544,NOT_FOUND,853340
2025-04-13 10:13:22,15632,71260,163094,238172,NOT_FOUND,833196
2025-04-13 10:13:24,15612,70792,162602,237680,NOT_FOUND,849900
2025-04-13 10:13:26,15632,71320,163142,238204,NOT_FOUND,851760
2025-04-13 10:13:28,15616,70804,162614,237676,NOT_FOUND,849968
2025-04-13 10:13:30,15644,73856,165692,240756,NOT_FOUND,831996
2025-04-13 10:13:33,25292,75584,177055,251936,NOT_FOUND,847724
2025-04-13 10:13:35,16180,75592,167954,242836,NOT_FOUND,848600
2025-04-13 10:13:37,15616,70916,162575,237456,NOT_FOUND,847972
2025-04-13 10:13:39,15596,70608,162262,237144,NOT_FOUND,848148
2025-04-13 10:13:41,15628,71068,162755,237636,NOT_FOUND,846388
2025-04-13 10:13:44,15596,70540,162187,237068,NOT_FOUND,849916
2025-04-13 10:13:46,15624,71192,162869,237748,NOT_FOUND,845320
2025-04-13 10:13:48,15604,70744,162409,237288,NOT_FOUND,847652
